# name	objID	ra	dec	type	cModelMag_u	cModelMag_g	cModelMag_r	cModelMag_i	cModelMag_z	fracDeV_u	fracDeV_g	fracDeV_r	fracDeV_i	fracDeV_z	extinction_u	extinction_g	extinction_r	extinction_i	extinction_z
8267-6104	1.2376487045875E+018	207.1876786	0.01227367	STAR	20.354296	17.903927	17.285561	17.014832	16.884777	0	1	1	0	0	0.158228	0.116423	0.084439	0.064028	0.045397
8459-6104	1.23765787433225E+018	149.34689515	44.15476999	GALAXY	18.286829	16.439833	15.530564	15.122312	14.880208	1	1	1	1	1	0.065053	0.047865	0.034716	0.026324	0.018664
8483-6104	1.2376517147978E+018	247.69496442	47.79482853	GALAXY	18.722006	16.671444	15.655591	15.271588	15.04485	1	1	1	1	1	0.105088	0.077323	0.056081	0.042525	0.03015
8618-6104	1.23765294262118E+018	319.81480368	10.07063492	GALAXY	17.97657	16.409161	15.527722	15.047523	14.734563	1	1	1	1	0.985526	0.222983	0.164069	0.118996	0.090231	0.063975
7997-6104	1.23766308411546E+018	351.74040807	52.90444886	STAR	18.217543	16.783691	16.213348	15.976265	15.846461	1	1	1	1	1	1.733431	1.275442	0.925057	0.701443	0.497332
8560-6104	1.23767200529737E+018	291.67326339	38.10277797	STAR	18.120266	14.939183	15.162999	13.866638	12.519515	1	1	0.678185	0.931292	1	0.724162	0.532831	0.386454	0.293036	0.207766
8051-6104	1.23767112966334E+018	176.49502802	1.93233179	STAR	18.588755	17.303253	16.904488	16.771622	16.728609	1	1	0	0	1	0.121925	0.089711	0.065066	0.049338	0.034981
8317-6104	1.23766219560341E+018	194.88540507	42.75903233	GALAXY	17.976158	16.779598	16.290396	16.123789	16.087147	0.113458	0.068364	0.177465	0.304387	0.343977	0.069868	0.051408	0.037286	0.028273	0.020046
8261-6104	1.23766185254244E+018	182.68570068	46.03433235	GALAXY	19.051781	17.552467	16.911312	16.592793	16.236271	0.743503	0.70804	0.74062	0.679486	0.615101	0.068702	0.05055	0.036663	0.027801	0.019711
8480-6104	1.23766732433451E+018	194.76625201	28.12369493	GALAXY	16.043638	14.003913	13.170577	12.741996	12.580143	1	1	1	1	1	0.064559	0.047502	0.034452	0.026124	0.018522
8479-6104	1.23766744458527E+018	194.25652651	28.39112636	GALAXY	23.296621	19.715448	19.784447	19.919298	18.419132	1	0	0.020855	0	0.87173	0.052534	0.038654	0.028035	0.021258	0.015072
8451-6104	1.23766185038991E+018	166.75222639	43.08990391	GALAXY	17.841072	16.281666	15.497028	15.102256	14.903963	0.976642	1	1	1	1	0.061723	0.045415	0.032939	0.024976	0.017709
8482-6104	1.23766861066096E+018	244.55405752	49.86848722	GALAXY	17.8857	16.349995	15.549003	15.169656	14.918987	1	1	1	1	1	0.090919	0.066897	0.048519	0.036791	0.026085
8082-6104	1.23766630109269E+018	50.77199957	0.35427514	GALAXY	17.598162	15.722503	14.837342	14.387258	14.192142	0.927045	1	1	1	1	0.493086	0.362808	0.263139	0.19953	0.141469
8114-6104	1.23767644200147E+018	12.89350343	40.6578325	STAR	16.028383	14.541151	14.802492	13.88505	13.838285	1	0.915196	0.664313	1	1	0.278509	0.204925	0.148628	0.1127	0.079906
8121-6104	1.23765649563465E+018	322.78483023	11.43134994	STAR	19.506809	18.076603	17.371632	17.066996	16.887554	1	1	1	1	0	0.429837	0.31627	0.229385	0.173936	0.123323
8143-6104	1.23767370557974E+018	119.82248126	42.00852766	GALAXY	17.184591	15.400487	14.573791	14.163421	13.891486	1	0.929141	0.925018	0.976579	1	0.206067	0.151622	0.109969	0.083386	0.059122
8256-6104	1.23766187186088E+018	166.67356655	42.81167853	GALAXY	17.721849	15.507565	14.603256	14.194508	13.951875	0.878963	0.931964	0.986816	1	1	0.066707	0.049082	0.035598	0.026993	0.019139
8052-6104	1.23767112966334E+018	176.49502802	1.93233179	STAR	18.588755	17.303253	16.904488	16.771622	16.728609	1	1	0	0	1	0.121925	0.089711	0.065066	0.049338	0.034981
8249-6104	1.23765724243303E+018	139.308821	44.4891937	GALAXY	16.246071	14.465876	13.668286	13.285017	13.034228	1	1	1	1	1	0.082417	0.060642	0.043982	0.033351	0.023646
8274-6104	1.23766187186088E+018	166.67356655	42.81167853	GALAXY	17.721849	15.507565	14.603256	14.194508	13.951875	0.878963	0.931964	0.986816	1	1	0.066707	0.049082	0.035598	0.026993	0.019139
8258-6104	1.23766185092717E+018	167.89873376	43.59130718	GALAXY	18.522894	16.628443	15.688241	15.286195	14.927235	0.846767	1	1	1	1	0.075464	0.055526	0.040272	0.030537	0.021651
8252-6104	1.23765759138628E+018	145.60874604	48.61453572	GALAXY	17.998804	16.649702	16.01614	15.634343	15.373502	0	0	0	0	0	0.089761	0.066046	0.047902	0.036322	0.025753
8259-6104	1.2376618724022E+018	180.59049559	44.56719272	GALAXY	17.869932	16.752665	16.296432	16.027716	15.775479	0.400494	0.453961	0.43012	0.466472	0.462769	0.063776	0.046926	0.034035	0.025807	0.018298
8244-6104	1.23765119135869E+018	133.02722337	52.93281942	GALAXY	17.09956	15.29945	14.521594	14.141553	13.94758	1	1	1	1	1	0.127786	0.094024	0.068194	0.051709	0.036663
8257-6104	1.23766063546158E+018	166.10685913	45.78170322	GALAXY	18.324162	17.322947	16.250654	15.686841	15.658434	1	1	1	1	1	0.048651	0.035797	0.025963	0.019687	0.013958
8265-6104	1.2376711409453E+018	177.75530788	2.1383793	STAR	19.922686	18.163786	17.477293	17.223654	17.08334	1	1	1	1	1	0.116286	0.085562	0.062057	0.047056	0.033363
8268-6104	1.23766194918438E+018	193.24853921	11.85268224	STAR	16.531733	14.920835	14.364343	14.202508	14.170059	0	0	0	0	0	0.174586	0.128458	0.093169	0.070647	0.05009
8440-6104	1.23765762951381E+018	135.75894547	40.43398277	GALAXY	15.995917	14.310623	13.707323	13.365338	13.182231	1	1	1	1	1	0.100401	0.073874	0.053579	0.040628	0.028806
8453-6104	1.23765762844656E+018	154.11937106	47.36481693	GALAXY	18.269306	17.104536	16.48234	16.089338	15.709067	0.49143	0.641721	0.644312	0.642736	0.697106	0.055249	0.040652	0.029484	0.022357	0.015851
8611-6104	1.2376513110714E+018	260.47083107	60.96540203	GALAXY	17.291807	16.568213	16.299234	16.198252	16.111341	0	0	0	0	0	0.113616	0.083598	0.060632	0.045975	0.032597
8131-6104	1.23766378687634E+018	112.41668846	41.07232497	GALAXY	18.442167	16.589077	15.614204	15.083229	14.737318	0.111241	0.609132	0.777113	0.848911	0.910641	0.348939	0.256746	0.186214	0.1412	0.100113
8083-6104	1.23766024031437E+018	51.60944621	-0.31168346	GALAXY	19.677021	18.115259	17.255268	16.847717	16.614775	1	0.904771	0.902343	0.91107	0.820778	0.566926	0.417139	0.302544	0.22941	0.162654
8138-6104	1.23766353079265E+018	117.29148496	46.46192213	GALAXY	18.472338	17.259813	16.841288	16.505053	16.379787	0	0	0	0.017925	0	0.351147	0.258371	0.187392	0.142094	0.100746
8081-6104	1.23766024192406E+018	49.48361892	1.04535408	GALAXY	17.415134	15.468685	14.544419	14.021684	13.654553	0.771323	0.843841	0.848564	0.883689	0.86117	0.570197	0.419546	0.30429	0.230734	0.163593
8452-6104	1.23765820611409E+018	157.18145969	47.67900648	GALAXY	18.059784	16.862986	16.369196	16.088326	15.913475	0.196343	0.238726	0.17214	0.136008	0.069456	0.045867	0.033749	0.024477	0.01856	0.01316
7995-6104	1.2376719408941E+018	324.39345387	50.878464	STAR	14.628472	14.47427	15.752344	15.405807	13.297527	1	0.80177	0	0.52543	1	9.963424	7.330992	5.317047	4.031756	2.858565
8132-6104	1.23766391626092E+018	112.42835193	41.90120994	GALAXY	18.870571	16.870314	15.847763	15.387591	15.048061	0.899101	0.885911	0.92657	0.985739	1	0.33673	0.247763	0.179698	0.13626	0.09661
8133-6104	1.23766378741445E+018	113.59317151	43.89127634	GALAXY	18.34524	16.437511	15.555674	15.127902	14.798816	0.595332	0.809994	0.848377	0.834262	0.82321	0.259928	0.191252	0.138712	0.105181	0.074575
8134-6104	1.23766391626367E+018	116.28656254	47.55248955	GALAXY	18.855171	17.707293	17.229954	17.001825	16.857382	0	0	0	0	0	0.339276	0.249636	0.181057	0.13729	0.09734
8137-6104	1.2376514968303E+018	116.96753655	43.38349452	GALAXY	17.633926	16.326149	15.284544	14.809491	14.410586	0.477622	0.758834	0.852626	0.898946	1	0.216032	0.158954	0.115287	0.087418	0.061981
8247-6104	1.23765777661821E+018	138.02732569	42.95460762	GALAXY	18.553404	16.741106	15.920587	15.483616	15.118835	0.210821	0.414144	0.56616	0.697735	0.93289	0.086107	0.063357	0.045952	0.034844	0.024705
8140-6104	1.23767370450528E+018	117.70578634	40.94624189	GALAXY	19.652115	17.676083	16.987017	16.575939	16.298647	0	0.047545	0.057794	0.122809	0.075438	0.271329	0.199641	0.144797	0.109795	0.077846
8626-6104	1.23765989671089E+018	263.03320282	56.87880272	GALAXY	16.548416	15.123361	14.352609	13.947174	13.458081	0.580614	0.638993	0.679327	0.721908	0.83415	0.19284	0.14189	0.102911	0.078034	0.055327
8135-6104	1.23766353025237E+018	112.91094739	39.40052772	GALAXY	18.658506	16.974957	16.050169	15.58602	15.202644	0.654118	0.876498	0.940713	0.916782	0.985975	0.30043	0.221054	0.160327	0.121571	0.086195
8250-6104	1.23765777608219E+018	140.41130483	43.7262334	GALAXY	17.16013	15.720246	15.005981	14.556714	14.195195	0.33516	0.189303	0.228962	0.29947	0.332227	0.077647	0.057132	0.041437	0.03142	0.022277
7999-6104	1.23766322961882E+018	345.78721812	60.35284718	STAR	16.173388	14.539117	13.844675	15.596319	13.427885	1	1	0.902138	0	1	7.42664	5.464451	3.963276	3.005232	2.130747
8612-6104	1.23765495320733E+018	255.00696368	38.81603306	GALAXY	16.016151	14.714296	14.16853	13.829288	13.697025	0.686723	0.893833	0.989983	1	1	0.133512	0.098237	0.07125	0.054026	0.038305
8616-6104	1.23766354367978E+018	322.98052826	0.21379655	GALAXY	17.844135	16.368713	15.666971	15.275252	14.896058	0	0	0	0.007966883	0.095349	0.253436	0.186476	0.135248	0.102554	0.072712
8141-6104	1.23765125201815E+018	120.44050968	44.11006225	GALAXY	19.713371	17.479782	16.33449	15.935642	15.554816	0.280357	0.675471	0.774154	0.76579	0.769275	0.200374	0.147433	0.106931	0.081082	0.057488
8253-6104	1.23766185253477E+018	158.25140915	42.92842163	GALAXY	16.686438	15.303762	14.606137	14.246568	14.029006	0.870986	1	1	1	1	0.060471	0.044494	0.032271	0.02447	0.01735
8101-6104	1.23765373665352E+018	94.47178197	44.42147022	STAR	17.590044	16.121929	15.511533	15.260728	15.130519	0	1	0	0	1	0.93117	0.685146	0.496925	0.376803	0.267158
8263-6104	1.23766143377218E+018	187.28565344	46.88151965	GALAXY	17.300308	15.647555	14.856854	14.40753	13.995685	0	0.172083	0.256375	0.346803	0.403604	0.069486	0.051127	0.037082	0.028118	0.019936
8254-6104	1.23766135592727E+018	163.99343702	44.38081724	GALAXY	19.267221	17.682476	17.065771	16.738523	16.605209	0.901485	0.482426	0.368125	0.39776	0.318077	0.060666	0.044638	0.032375	0.024549	0.017405
8448-6104	1.23766773664914E+018	167.1132121	22.61915433	GALAXY	16.578459	15.759836	15.327873	15.072428	15.085665	0.246128	0.154845	0.180538	0.218354	0.183648	0.083766	0.061634	0.044702	0.033896	0.024033
8548-6104	1.23765512983786E+018	245.74732114	46.67533505	GALAXY	18.295679	16.807444	16.053276	15.648288	15.259564	0.168162	0.312816	0.397038	0.489804	0.575925	0.032289	0.023758	0.017231	0.013066	0.009263912
8549-6104	1.23765534996752E+018	244.4015858	46.08203966	GALAXY	16.660061	15.601403	15.178805	14.896561	14.654618	0.984149	0.735753	0.663437	0.677078	0.707722	0.056987	0.04193	0.030411	0.02306	0.01635
8465-6104	1.23765820451514E+018	197.81695238	49.27960718	GALAXY	18.023806	16.356462	15.545794	15.163802	14.792499	0.905953	0.839017	0.847579	0.880356	0.910592	0.052316	0.038494	0.027919	0.02117	0.01501
8552-6104	1.23765913167607E+018	229.05207483	45.23307427	GALAXY	17.585686	15.718935	14.813276	14.37056	14.151708	0.99553	1	1	1	1	0.173568	0.127709	0.092625	0.070235	0.049798
8325-6104	1.23766230082342E+018	211.47423352	48.36557951	GALAXY	17.471519	15.281183	14.357099	13.835421	13.588245	1	0.91887	0.964224	1	1	0.140759	0.103569	0.075117	0.056959	0.040385
8481-6104	1.23765494945081E+018	240.367893	53.93649303	GALAXY	19.652807	16.915087	15.939669	15.546814	15.229511	0.79341	1	1	1	1	0.053839	0.039614	0.028732	0.021786	0.015447
8555-6104	1.2376512504426E+018	247.33187391	43.86337729	GALAXY	17.14467	15.173292	14.363713	13.972675	13.735051	0.801106	1	1	1	1	0.039691	0.029204	0.021181	0.016061	0.011388
8485-6104	1.23765932602386E+018	235.05997188	48.59154883	GALAXY	17.722483	16.265713	15.401666	15.001875	14.719805	1	1	1	1	1	0.078135	0.057491	0.041697	0.031618	0.022417
8551-6104	1.23765916173527E+018	234.63729997	44.60117664	GALAXY	19.136513	17.572933	16.842859	16.461744	16.088156	0.127799	0	0	0.008253686	0.054007	0.099222	0.073007	0.052951	0.040151	0.028467
8484-6104	1.2376549532034E+018	248.73701745	46.44696561	GALAXY	17.36138	16.291159	15.952213	15.787498	15.780661	0	0	0.005307035	0.015091	0	0.090638	0.066691	0.04837	0.036677	0.026005
8447-6104	1.23766219346064E+018	208.39259905	38.99663609	GALAXY	18.677805	17.301056	16.155033	15.721769	15.413187	1	1	1	1	1	0.122077	0.089823	0.065147	0.049399	0.035025
8486-6104	1.23765546431998E+018	239.19566475	47.99552088	GALAXY	17.556782	15.912971	15.154565	14.762401	14.457995	0.146537	0.222761	0.367022	0.458194	0.51042	0.109788	0.080781	0.058589	0.044426	0.031499
8581-6104	1.2376487045875E+018	207.1876786	0.01227367	STAR	20.354296	17.903927	17.285561	17.014832	16.884777	0	1	1	0	0	0.158228	0.116423	0.084439	0.064028	0.045397
8318-6104	1.2376614348492E+018	198.31924781	47.08755526	GALAXY	17.210716	16.255518	15.602315	15.251838	14.969243	0.287708	0	0.057914	0.118839	0.188593	0.055053	0.040508	0.029379	0.022278	0.015795
8466-6104	1.23766063438889E+018	169.6695445	45.55273887	GALAXY	18.293968	16.376587	15.430438	14.964909	14.749788	1	1	1	1	1	0.078926	0.058073	0.04212	0.031938	0.022644
8554-6104	1.2376650254414E+018	183.52004404	35.40787704	GALAXY	17.574032	15.922511	15.043756	14.661043	14.285495	0.719074	0.716931	0.717165	0.748962	0.839985	0.058127	0.042769	0.03102	0.023521	0.016677
8464-6104	1.23766185146981E+018	186.31415188	45.23603585	GALAXY	17.512182	16.069349	15.47002	15.150017	14.906853	0	0	0	0	0	0.07156	0.052654	0.038189	0.028957	0.020531
8320-6104	1.23766791113874E+018	206.55437197	23.08402823	GALAXY	17.023487	16.203932	15.87199	15.66202	15.488865	0.378297	0.288832	0.297914	0.375466	0.446528	0.083602	0.061514	0.044615	0.03383	0.023986
8312-6104	1.23765537410974E+018	247.6384786	41.43860254	GALAXY	18.516422	17.2012	16.552355	16.179485	15.908252	0	0	0	0	0	0.050845	0.037412	0.027134	0.020575	0.014588
8550-6104	1.23765537303691E+018	248.41312287	39.25765112	GALAXY	17.926136	16.045498	15.301123	14.924052	14.587987	0.603765	0.849436	0.844217	0.834079	0.771944	0.052699	0.038775	0.028123	0.021325	0.01512
8335-6104	1.23766187348768E+018	217.09788891	40.80903213	GALAXY	18.28039	16.442638	15.577596	15.163546	14.913647	0.955829	1	1	1	1	0.064256	0.047279	0.034291	0.026002	0.018435
8606-6104	1.23765550457088E+018	256.15287642	37.00757684	GALAXY	17.988621	16.458429	15.5115	15.082696	14.78953	0.986266	0.983235	0.997416	1	1	0.13085	0.096278	0.069829	0.052949	0.037542
7957-6104	1.23765495374617E+018	258.22042147	35.09316595	GALAXY	16.76491	15.759099	15.357555	15.046872	14.81145	0.080033	0.077758	0.168214	0.296304	0.400214	0.145985	0.107415	0.077906	0.059074	0.041884
8313-6104	1.23765932495385E+018	242.69574869	41.9837098	GALAXY	18.327442	17.07934	16.742941	16.531168	16.357908	0	0	0	0.044732	0	0.073724	0.054245	0.039343	0.029833	0.021152
7962-6104	1.23765550296472E+018	260.75466695	27.56948773	GALAXY	17.323072	16.271427	15.833591	15.484861	15.290799	0.387789	0.542604	0.634094	0.726761	0.814003	0.210095	0.154586	0.112119	0.085016	0.060278
8330-6104	1.23766222514815E+018	205.20388148	38.27188957	GALAXY	18.235109	16.38773	15.607666	15.21437	14.984305	1	1	1	1	1	0.029765	0.021901	0.015884	0.012044	0.00853968
8315-6104	1.23766249946769E+018	235.77915386	39.15133454	GALAXY	17.671394	15.816307	15.013255	14.610137	14.347976	1	1	1	1	1	0.097554	0.071779	0.05206	0.039476	0.027989
8604-6104	1.2376593260293E+018	247.09710803	39.57031878	GALAXY	16.501547	14.705962	13.903655	13.545759	13.384552	1	1	1	1	1	0.055317	0.040701	0.02952	0.022384	0.015871
8332-6104	1.23766143324193E+018	208.59216113	44.11555454	GALAXY	17.811493	16.270313	15.507736	15.163943	14.902452	0.689622	1	1	1	1	0.046086	0.03391	0.024594	0.018649	0.013222
7992-6104	1.23767194087784E+018	255.27946772	64.67691999	GALAXY	17.040651	15.641853	14.951978	14.455928	14.36065	0.447532	0.310917	0.357954	0.457696	0.357018	0.128214	0.094338	0.068422	0.051882	0.036785
8603-6104	1.23765932710278E+018	247.41992745	40.68696017	GALAXY	17.379639	15.672837	14.915406	14.432287	14.081202	0.682735	1	1	1	1	0.033577	0.024705	0.017918	0.013587	0.009633359
8601-6104	1.23765537357319E+018	247.64130399	40.53941887	GALAXY	16.194159	14.296743	13.454303	13.069287	12.880733	1	1	1	1	1	0.046767	0.034411	0.024958	0.018925	0.013418
7960-6104	1.23765550403663E+018	259.21741707	31.58414029	GALAXY	16.296028	15.040509	14.255653	13.736167	13.486714	0.693225	0.63096	0.619835	0.690392	0.651543	0.224583	0.165246	0.11985	0.090879	0.064434
8655-6104	1.23766640844177E+018	358.55034001	0.37702634	GALAXY	17.342934	15.426052	14.55366	13.686144	13.667757	0.639891	0.837274	0.839392	1	0.8045	0.220536	0.162268	0.11769	0.089241	0.063273
8623-6104	1.23766354367486E+018	311.78095506	0.30047019	GALAXY	18.049107	16.543327	15.856219	15.431512	15.13594	0	0.405813	0.611494	0.671365	0.894178	0.53559	0.394082	0.285821	0.21673	0.153664
8037-6104	1.23766105742534E+018	40.20862271	47.50154376	STAR	17.303856	16.049244	16.334578	15.426531	15.330269	0.193632	0.008982227	1	0.900355	0.862007	0.804062	0.591621	0.429093	0.325368	0.23069
7996-6104	1.2376719408939E+018	323.95351294	51.08084643	STAR	17.441286	16.144688	15.603015	15.385467	15.263181	1	1	1	1	1	10.034361	7.383187	5.354903	4.060461	2.878917
8659-6104	1.23765262856736E+018	13.14258996	-11.13880991	STAR	19.580519	17.025644	15.594933	14.817144	14.419806	1	0	1	0	1	0.164889	0.121323	0.087994	0.066723	0.047308
8662-6104	1.23767925359818E+018	35.4119684	-4.74615209	STAR	17.960838	17.11068	17.420723	17.621485	17.762072	0	0	0.974644	1	0	0.123906	0.091169	0.066123	0.050139	0.035549
8156-6104	1.23766323820469E+018	56.11053501	-0.3038793	GALAXY	18.674599	17.809803	16.990021	16.593248	16.258158	1	1	1	1	1	0.552022	0.406173	0.29459	0.223379	0.158378
8567-6104	1.23766354797389E+018	119.33425362	49.11412602	GALAXY	17.981722	16.278618	15.476094	15.069497	14.79283	1	1	1	1	1	0.193665	0.142497	0.103351	0.078368	0.055564
8077-6104	1.23766378314203E+018	42.03277989	-0.75230006	GALAXY	16.406315	15.384603	14.857531	14.490061	14.129539	0	0.072068	0.222461	0.30693	0.513963	0.239675	0.17635	0.127904	0.096986	0.068764
8078-6104	1.23765758656191E+018	42.739419	0.36938962	GALAXY	17.716549	16.690413	16.09013	15.734518	15.651698	1	1	1	1	1	0.377727	0.277928	0.201577	0.15285	0.108372
8086-6104	1.23766629948496E+018	57.4586284	-0.84569187	GALAXY	19.207895	17.944691	17.260073	16.86418	16.66239	0.106112	0.137782	0.202187	0.234834	0.21131	1.114902	0.820334	0.594975	0.451151	0.319872
8566-6104	1.23767370504176E+018	116.49471313	41.11938318	GALAXY	16.894711	14.981358	14.174219	13.730715	13.442551	0.999404	1	1	1	1	0.229474	0.168845	0.12246	0.092858	0.065838
8155-6104	1.23766629948326E+018	53.46153188	-1.0083631	GALAXY	17.639059	16.32728	15.657693	15.245647	14.990139	0	0	0.025066	0.096609	0.117121	0.663202	0.487977	0.353922	0.268368	0.190276
8678-6104	1.23767194035985E+018	329.70321189	46.01003103	STAR	19.164295	16.926615	15.894464	15.450231	15.1907	0	0	1	0	1	1.662362	1.22315	0.88713	0.672684	0.476941
8660-6104	1.23767378180407E+018	25.95454348	-18.45362907	STAR	19.649509	17.107243	15.701149	14.96649	14.578069	0	1	1	1	1	0.062312	0.045849	0.033253	0.025215	0.017878
8696-6104	1.23767193981505E+018	307.75051359	58.23415241	STAR	19.477472	17.140753	15.756899	14.550867	13.940384	0	1	1	1	1	1.927262	1.418061	1.028496	0.779877	0.552943
8686-6104	1.23767125582814E+018	59.45679657	10.67082143	STAR	17.307247	16.00894	15.4862	15.256275	15.145055	0	0	0	0	1	1.123706	0.826812	0.599673	0.454714	0.322398
8102-6104	1.23765373826368E+018	93.04047518	45.77152958	STAR	17.323002	16.00172	15.777271	15.72202	15.694972	0	0	1	1	0	0.772954	0.568732	0.412492	0.31278	0.221765
8147-6104	1.23765777553483E+018	118.38374953	27.74274406	GALAXY	18.537407	17.160585	16.701139	16.487188	16.437944	0	0	0	0	0.025886	0.156831	0.115395	0.083694	0.063463	0.044996
8146-6104	1.2376577766089E+018	118.30703176	28.82829414	GALAXY	19.31831	17.626385	16.562126	16.129812	15.761875	1	1	1	1	1	0.218995	0.161135	0.116868	0.088618	0.062831
8728-6104	1.23764996407001E+018	59.58064373	-4.73048214	GALAXY	18.720358	17.010746	16.513065	16.391979	16.411469	0	0	0	0	0	0.613406	0.451339	0.327348	0.248218	0.17599
8145-6104	1.23765760695638E+018	116.51169714	28.87807591	GALAXY	18.078419	16.94322	16.548866	16.308075	16.209055	0	0	0	0	0	0.189227	0.139232	0.100982	0.076572	0.05429
8149-6104	1.237660563506E+018	120.97037528	26.61466962	GALAXY	17.742554	16.602104	16.170837	15.723405	15.338888	0.05543	0.198335	0.321051	0.457669	0.576132	0.193692	0.142517	0.103365	0.078378	0.055571
8713-6104	1.23765358901749E+018	118.31733076	39.05016142	GALAXY	15.73929	14.482825	13.92303	13.618588	13.461278	0.521154	0.818877	0.950604	0.990712	1	0.263672	0.194008	0.140711	0.106697	0.075649
